adm0_en,len_crs,area_crs,len_km,area_km2
Philippines (the),476,13460,0,0.0
Philippines (the),294,2105,0,0.0
Philippines (the),262,1586,0,0.0
Philippines (the),3275,48228,3,0.0
Philippines (the),3789,150057,3,0.0
Philippines (the),1003,73226,1,0.0
Philippines (the),5805,549599,5,0.0
Philippines (the),1654,59083,1,0.0
Philippines (the),13352,642018,13,0.0
Philippines (the),36575,15569067,36,15.0
Philippines (the),499,3229,0,0.0
Philippines (the),2073,46825,2,0.0
Philippines (the),1376,107205,1,0.0
Philippines (the),27767,12527617,27,12.0
Philippines (the),407,3940,0,0.0
Philippines (the),1205,17493,1,0.0
Philippines (the),62248,3524425,62,3.0
Philippines (the),3603,147955,3,0.0
Philippines (the),2883,513560,2,0.0
Philippines (the),15584,1015851,15,1.0
Philippines (the),30100,5701462,30,5.0
Philippines (the),1102,77509,1,0.0
Philippines (the),5706,1444385,5,1.0
Philippines (the),9921,1835305,9,1.0
Philippines (the),2828,315429,2,0.0
Philippines (the),8146,3577054,8,3.0
Philippines (the),239,1209,0,0.0
Philippines (the),326,1910,0,0.0
Philippines (the),165,1996,0,0.0
Philippines (the),267,4756,0,0.0
Philippines (the),271,5339,0,0.0
Philippines (the),1968,104143,1,0.0
Philippines (the),556,14332,0,0.0
Philippines (the),720,19260,0,0.0
Philippines (the),504,14706,0,0.0
Philippines (the),4343,736149,4,0.0
Philippines (the),287,6032,0,0.0
Philippines (the),273,5673,0,0.0
Philippines (the),432,13991,0,0.0
Philippines (the),159,1158,0,0.0
Philippines (the),93,526,0,0.0
Philippines (the),639,8471,0,0.0
Philippines (the),900,27219,0,0.0
Philippines (the),254,2211,0,0.0
Philippines (the),157,1237,0,0.0
Philippines (the),271,4926,0,0.0
Philippines (the),534,14334,0,0.0
Philippines (the),1310,44151,1,0.0
Philippines (the),343,2027,0,0.0
Philippines (the),325,6393,0,0.0
Philippines (the),189,1695,0,0.0
Philippines (the),1079,46244,1,0.0
Philippines (the),152,1509,0,0.0
Philippines (the),38142,10685970,38,10.0
Philippines (the),2619,140241,2,0.0
Philippines (the),6995,869944,6,0.0
Philippines (the),480,9580,0,0.0
Philippines (the),50051,17775787,50,17.0
Philippines (the),457,5515,0,0.0
Philippines (the),329,6647,0,0.0
Philippines (the),388,8866,0,0.0
Philippines (the),6935,2399622,6,2.0
Philippines (the),83,468,0,0.0
Philippines (the),164,1503,0,0.0
Philippines (the),167,1978,0,0.0
Philippines (the),235,3410,0,0.0
Philippines (the),12541,1078337,12,1.0
Philippines (the),22818,11025818,22,11.0
Philippines (the),16347,4264568,16,4.0
Philippines (the),18065,7802050,18,7.0
Philippines (the),626,5827,0,0.0
Philippines (the),192,1756,0,0.0
Philippines (the),269,3558,0,0.0
Philippines (the),311,4085,0,0.0
Philippines (the),250,3826,0,0.0
Philippines (the),63654,96651955,63,96.0
Philippines (the),511,3372,0,0.0
Philippines (the),151,1569,0,0.0
Philippines (the),84,518,0,0.0
Philippines (the),153,1670,0,0.0
Philippines (the),100,703,0,0.0
Philippines (the),286,2478,0,0.0
Philippines (the),2011,228717,2,0.0
Philippines (the),150,1378,0,0.0
Philippines (the),216,2207,0,0.0
Philippines (the),460,4187,0,0.0
Philippines (the),93,613,0,0.0
Philippines (the),246,1319,0,0.0
Philippines (the),4071,834177,4,0.0
Philippines (the),3281,710363,3,0.0
Philippines (the),30474,16035399,30,16.0
Philippines (the),981,14689,0,0.0
Philippines (the),758,6200,0,0.0
Philippines (the),845,10974,0,0.0
Philippines (the),2559,51779,2,0.0
Philippines (the),1011,70820,1,0.0
Philippines (the),773,14876,0,0.0
Philippines (the),180,1978,0,0.0
Philippines (the),790,31209,0,0.0
Philippines (the),212,1657,0,0.0
Philippines (the),9247,526028,9,0.0
Philippines (the),6943,3277136,6,3.0
Philippines (the),13930,2691533,13,2.0
Philippines (the),823,45222,0,0.0
Philippines (the),1399,74586,1,0.0
Philippines (the),1310,96304,1,0.0
Philippines (the),8043,2111122,8,2.0
Philippines (the),3162,659308,3,0.0
Philippines (the),2426,252129,2,0.0
Philippines (the),2462,352207,2,0.0
Philippines (the),378,1371,0,0.0
Philippines (the),2239,149208,2,0.0
Philippines (the),3243,650760,3,0.0
Philippines (the),3513,94640,3,0.0
Philippines (the),1311,109830,1,0.0
Philippines (the),260,4594,0,0.0
Philippines (the),8240,2090327,8,2.0
Philippines (the),2828,506333,2,0.0
Philippines (the),6065,1333882,6,1.0
Philippines (the),1137,13277,1,0.0
Philippines (the),2146,217453,2,0.0
Philippines (the),1621,87292,1,0.0
Philippines (the),3943,664534,3,0.0
Philippines (the),1811,88047,1,0.0
Philippines (the),909,29818,0,0.0
Philippines (the),3379,635203,3,0.0
Philippines (the),1756,151032,1,0.0
Philippines (the),619,14512,0,0.0
Philippines (the),318,7264,0,0.0
Philippines (the),1202,86201,1,0.0
Philippines (the),3400,601854,3,0.0
Philippines (the),3581,687840,3,0.0
Philippines (the),2372,302721,2,0.0
Philippines (the),2093,204836,2,0.0
Philippines (the),1803,161198,1,0.0
Philippines (the),9988,4623252,9,4.0
Philippines (the),4356,1053455,4,1.0
Philippines (the),166,1511,0,0.0
Philippines (the),6306,691686,6,0.0
Philippines (the),117,674,0,0.0
Philippines (the),331,2530,0,0.0
Philippines (the),198,1657,0,0.0
Philippines (the),608,8863,0,0.0
Philippines (the),275,1635,0,0.0
Philippines (the),191,1678,0,0.0
Philippines (the),630,9516,0,0.0
Philippines (the),586,6787,0,0.0
Philippines (the),483,9307,0,0.0
Philippines (the),248,2960,0,0.0
Philippines (the),1641,42489,1,0.0
Philippines (the),552,9397,0,0.0
Philippines (the),38601,24964704,38,24.0
Philippines (the),3829,321499,3,0.0
Philippines (the),13124,5674501,13,5.0
Philippines (the),3194,169366,3,0.0
Philippines (the),1876,60512,1,0.0
Philippines (the),4278,793143,4,0.0
Philippines (the),566,20811,0,0.0
Philippines (the),5849,2100796,5,2.0
Philippines (the),362846,1234327288,362,1234.0
Philippines (the),36577,15801511,36,15.0
Philippines (the),12760,5045531,12,5.0
Philippines (the),1022,78822,1,0.0
Philippines (the),557,19719,0,0.0
Philippines (the),6584,2145230,6,2.0
Philippines (the),7407,1686862,7,1.0
Philippines (the),7379,1609941,7,1.0
Philippines (the),982,45692,0,0.0
Philippines (the),7630,2203438,7,2.0
Philippines (the),6215,2033312,6,2.0
Philippines (the),6716,2549546,6,2.0
Philippines (the),1541,41421,1,0.0
Philippines (the),3807,601497,3,0.0
Philippines (the),3386,258315,3,0.0
Philippines (the),1876,199438,1,0.0
Philippines (the),11679,1606594,11,1.0
Philippines (the),9069,3571458,9,3.0
Philippines (the),3968,181480,3,0.0
Philippines (the),5398,1051454,5,1.0
Philippines (the),4016,183776,4,0.0
Philippines (the),3582,188316,3,0.0
Philippines (the),1926,156788,1,0.0
Philippines (the),24106,27775147,24,27.0
Philippines (the),1317,47300,1,0.0
Philippines (the),396,6488,0,0.0
Philippines (the),5332,756799,5,0.0
Philippines (the),55982,37069244,55,37.0
Philippines (the),1388,82204,1,0.0
Philippines (the),246,1033,0,0.0
Philippines (the),221,1912,0,0.0
Philippines (the),287,2723,0,0.0
Philippines (the),102,641,0,0.0
Philippines (the),552,18623,0,0.0
Philippines (the),490,12952,0,0.0
Philippines (the),165,1373,0,0.0
Philippines (the),198,1853,0,0.0
Philippines (the),92303,69407530,92,69.0
Philippines (the),2277,188244,2,0.0
Philippines (the),2108,265354,2,0.0
Philippines (the),695,11970,0,0.0
Philippines (the),1155,31222,1,0.0
Philippines (the),2076,190042,2,0.0
Philippines (the),643,21342,0,0.0
Philippines (the),376,6459,0,0.0
Philippines (the),238,3538,0,0.0
Philippines (the),1194,74129,1,0.0
Philippines (the),1812,209005,1,0.0
Philippines (the),1026,49363,1,0.0
Philippines (the),2471,293364,2,0.0
Philippines (the),181,1942,0,0.0
Philippines (the),1590,122732,1,0.0
Philippines (the),459,12982,0,0.0
Philippines (the),1286,72381,1,0.0
Philippines (the),2731,188441,2,0.0
Philippines (the),1835,116676,1,0.0
Philippines (the),1303,19267,1,0.0
Philippines (the),931,46708,0,0.0
Philippines (the),5684,850233,5,0.0
Philippines (the),275,3441,0,0.0
Philippines (the),2224,183581,2,0.0
Philippines (the),5473,316128,5,0.0
Philippines (the),3586,539952,3,0.0
Philippines (the),2003,138040,2,0.0
Philippines (the),1611,49776,1,0.0
Philippines (the),125328,251624702,125,251.0
Philippines (the),1882,81258,1,0.0
Philippines (the),10663,1726600,10,1.0
Philippines (the),5152,890357,5,0.0
Philippines (the),2086,50916,2,0.0
Philippines (the),2225,207831,2,0.0
Philippines (the),4964,608157,4,0.0
Philippines (the),1203,37261,1,0.0
Philippines (the),587,15913,0,0.0
Philippines (the),1292,36849,1,0.0
Philippines (the),490,8922,0,0.0
Philippines (the),797,40751,0,0.0
Philippines (the),1006,51887,1,0.0
Philippines (the),416,12090,0,0.0
Philippines (the),1266,86724,1,0.0
Philippines (the),37457,21080139,37,21.0
Philippines (the),741,38520,0,0.0
Philippines (the),2930,234926,2,0.0
Philippines (the),677,9775,0,0.0
Philippines (the),1616,99518,1,0.0
Philippines (the),1776,134899,1,0.0
Philippines (the),1671,118668,1,0.0
Philippines (the),1081,70319,1,0.0
Philippines (the),1236,88776,1,0.0
Philippines (the),3070,492494,3,0.0
Philippines (the),180723,188858117,180,188.0
Philippines (the),452,4561,0,0.0
Philippines (the),249,1666,0,0.0
Philippines (the),4353,409699,4,0.0
Philippines (the),584,8146,0,0.0
Philippines (the),789,45964,0,0.0
Philippines (the),1380,104168,1,0.0
Philippines (the),3868,276814,3,0.0
Philippines (the),2656,504267,2,0.0
Philippines (the),920,31136,0,0.0
Philippines (the),339,4176,0,0.0
Philippines (the),667,21779,0,0.0
Philippines (the),2821,276982,2,0.0
Philippines (the),3024,284767,3,0.0
Philippines (the),1587,100429,1,0.0
Philippines (the),2934,629284,2,0.0
Philippines (the),497,11350,0,0.0
Philippines (the),858,32915,0,0.0
Philippines (the),328,5911,0,0.0
Philippines (the),488,5776,0,0.0
Philippines (the),1239,77892,1,0.0
Philippines (the),3241,348146,3,0.0
Philippines (the),1789,72033,1,0.0
Philippines (the),1751,46819,1,0.0
Philippines (the),230,3026,0,0.0
Philippines (the),1497,52800,1,0.0
Philippines (the),2781,108237,2,0.0
Philippines (the),500,16685,0,0.0
Philippines (the),460,6348,0,0.0
Philippines (the),949,34923,0,0.0
Philippines (the),810,23426,0,0.0
Philippines (the),1648,69075,1,0.0
Philippines (the),392,6268,0,0.0
Philippines (the),310,4367,0,0.0
Philippines (the),214,1365,0,0.0
Philippines (the),502,16438,0,0.0
Philippines (the),2304,154385,2,0.0
Philippines (the),983,19268,0,0.0
Philippines (the),576,18422,0,0.0
Philippines (the),2144,118874,2,0.0
Philippines (the),5592,868330,5,0.0
Philippines (the),796,11257,0,0.0
Philippines (the),1464,40334,1,0.0
Philippines (the),1405,56058,1,0.0
Philippines (the),1140,58460,1,0.0
Philippines (the),707,33388,0,0.0
Philippines (the),277,1415,0,0.0
Philippines (the),918,6759,0,0.0
Philippines (the),397,10988,0,0.0
Philippines (the),565,21916,0,0.0
Philippines (the),463,14467,0,0.0
Philippines (the),1017,77625,1,0.0
Philippines (the),671,28910,0,0.0
Philippines (the),1413,48196,1,0.0
Philippines (the),560,7463,0,0.0
Philippines (the),331,1511,0,0.0
Philippines (the),896,51619,0,0.0
Philippines (the),2569,412382,2,0.0
Philippines (the),2324,269565,2,0.0
Philippines (the),292,3194,0,0.0
Philippines (the),771,23012,0,0.0
Philippines (the),557,21312,0,0.0
Philippines (the),5056,669260,5,0.0
Philippines (the),213,2314,0,0.0
Philippines (the),254,4581,0,0.0
Philippines (the),1914,101685,1,0.0
Philippines (the),1143,84401,1,0.0
Philippines (the),159,1345,0,0.0
Philippines (the),5218,683288,5,0.0
Philippines (the),1302,64460,1,0.0
Philippines (the),275,5370,0,0.0
Philippines (the),162722,318381317,162,318.0
Philippines (the),2690,417052,2,0.0
Philippines (the),6581,2263474,6,2.0
Philippines (the),8085,578675,8,0.0
Philippines (the),34882,31865039,34,31.0
Philippines (the),8572,1844043,8,1.0
Philippines (the),4691,1180047,4,1.0
Philippines (the),5848,1591353,5,1.0
Philippines (the),25741,21571517,25,21.0
Philippines (the),5082,712720,5,0.0
Philippines (the),286,4247,0,0.0
Philippines (the),1953,154616,1,0.0
Philippines (the),300,3560,0,0.0
Philippines (the),746,13294,0,0.0
Philippines (the),3259,229542,3,0.0
Philippines (the),651,30507,0,0.0
Philippines (the),16727,16194808,16,16.0
Philippines (the),2821,516777,2,0.0
Philippines (the),1051,49758,1,0.0
Philippines (the),2012,143241,2,0.0
Philippines (the),369,3809,0,0.0
Philippines (the),1314,57755,1,0.0
Philippines (the),63736,123506017,63,123.0
Philippines (the),51240,40277591,51,40.0
Philippines (the),2044,221112,2,0.0
Philippines (the),2979,340485,2,0.0
Philippines (the),602,13940,0,0.0
Philippines (the),686,28397,0,0.0
Philippines (the),4199,451188,4,0.0
Philippines (the),3779,271992,3,0.0
Philippines (the),1549,111352,1,0.0
Philippines (the),816,30949,0,0.0
Philippines (the),2230,109829,2,0.0
Philippines (the),921,46793,0,0.0
Philippines (the),1906,200435,1,0.0
Philippines (the),3940,481535,3,0.0
Philippines (the),354,8767,0,0.0
Philippines (the),3589,364618,3,0.0
Philippines (the),3211,721041,3,0.0
Philippines (the),3520,814889,3,0.0
Philippines (the),1023,76650,1,0.0
Philippines (the),662,10611,0,0.0
Philippines (the),1233,30786,1,0.0
Philippines (the),2808,225404,2,0.0
Philippines (the),4373,788344,4,0.0
Philippines (the),4729,711374,4,0.0
Philippines (the),2324,318504,2,0.0
Philippines (the),4215,679477,4,0.0
Philippines (the),2128,140162,2,0.0
Philippines (the),2567,250484,2,0.0
Philippines (the),1027,64395,1,0.0
Philippines (the),2079,137159,2,0.0
Philippines (the),883,27807,0,0.0
Philippines (the),249,3138,0,0.0
Philippines (the),933,42933,0,0.0
Philippines (the),336,6979,0,0.0
Philippines (the),374,8473,0,0.0
Philippines (the),384,8107,0,0.0
Philippines (the),1942,226993,1,0.0
Philippines (the),3324,436188,3,0.0
Philippines (the),19805,9241504,19,9.0
Philippines (the),918,39364,0,0.0
Philippines (the),76291,242488639,76,242.0
Philippines (the),2722,228887,2,0.0
Philippines (the),4403,728075,4,0.0
Philippines (the),4583,755178,4,0.0
Philippines (the),9334,1055772,9,1.0
Philippines (the),3177,386116,3,0.0
Philippines (the),116513,319355475,116,319.0
Philippines (the),4567,549587,4,0.0
Philippines (the),1823,54350,1,0.0
Philippines (the),4389,377997,4,0.0
Philippines (the),1925,225287,1,0.0
Philippines (the),2943,296236,2,0.0
Philippines (the),5620,505653,5,0.0
Philippines (the),133,763,0,0.0
Philippines (the),122,1087,0,0.0
Philippines (the),664,26583,0,0.0
Philippines (the),174,2213,0,0.0
Philippines (the),505,13916,0,0.0
Philippines (the),349,8001,0,0.0
Philippines (the),210,2892,0,0.0
Philippines (the),14551,2073899,14,2.0
Philippines (the),3119,308670,3,0.0
Philippines (the),18818,5357415,18,5.0
Philippines (the),2554,257616,2,0.0
Philippines (the),13656,5506199,13,5.0
Philippines (the),4687,1482371,4,1.0
Philippines (the),2145,348466,2,0.0
Philippines (the),519,18963,0,0.0
Philippines (the),573,22952,0,0.0
Philippines (the),405,10965,0,0.0
Philippines (the),1066,51438,1,0.0
Philippines (the),1967,98909,1,0.0
Philippines (the),313,6806,0,0.0
Philippines (the),1341,121028,1,0.0
Philippines (the),4299,356255,4,0.0
Philippines (the),281,3997,0,0.0
Philippines (the),1348,21335,1,0.0
Philippines (the),114,821,0,0.0
Philippines (the),208,1618,0,0.0
Philippines (the),566,7914,0,0.0
Philippines (the),1245,29086,1,0.0
Philippines (the),163,1992,0,0.0
Philippines (the),611,18669,0,0.0
Philippines (the),1543,35685,1,0.0
Philippines (the),268,4621,0,0.0
Philippines (the),178,1715,0,0.0
Philippines (the),190,2379,0,0.0
Philippines (the),388,9237,0,0.0
Philippines (the),2030,107850,2,0.0
Philippines (the),385,10048,0,0.0
Philippines (the),125,686,0,0.0
Philippines (the),139,1130,0,0.0
Philippines (the),112,837,0,0.0
Philippines (the),109,894,0,0.0
Philippines (the),85,508,0,0.0
Philippines (the),163,1853,0,0.0
Philippines (the),5074,809752,5,0.0
Philippines (the),693,18151,0,0.0
Philippines (the),187,1189,0,0.0
Philippines (the),186,1606,0,0.0
Philippines (the),245,2517,0,0.0
Philippines (the),861,10046,0,0.0
Philippines (the),130,1065,0,0.0
Philippines (the),83,438,0,0.0
Philippines (the),142,1240,0,0.0
Philippines (the),433,9573,0,0.0
Philippines (the),179,1500,0,0.0
Philippines (the),399,5099,0,0.0
Philippines (the),300,6389,0,0.0
Philippines (the),186,1076,0,0.0
Philippines (the),1085,27636,1,0.0
Philippines (the),1584,44029,1,0.0
Philippines (the),317,6092,0,0.0
Philippines (the),257,1966,0,0.0
Philippines (the),290,4063,0,0.0
Philippines (the),1365,58875,1,0.0
Philippines (the),2225,198836,2,0.0
Philippines (the),407,11512,0,0.0
Philippines (the),5426,806085,5,0.0
Philippines (the),4668,1268478,4,1.0
Philippines (the),4024,498895,4,0.0
Philippines (the),383,1906,0,0.0
Philippines (the),381,3657,0,0.0
Philippines (the),379,5484,0,0.0
Philippines (the),268,2435,0,0.0
Philippines (the),3816,244609,3,0.0
Philippines (the),16650,1861541,16,1.0
Philippines (the),233,2687,0,0.0
Philippines (the),179,1857,0,0.0
Philippines (the),433,2639,0,0.0
Philippines (the),187,1821,0,0.0
Philippines (the),159,1749,0,0.0
Philippines (the),152,1161,0,0.0
Philippines (the),182,1711,0,0.0
Philippines (the),147,921,0,0.0
Philippines (the),181,1399,0,0.0
Philippines (the),220,2202,0,0.0
Philippines (the),5973,1502671,5,1.0
Philippines (the),59121,90796464,59,90.0
Philippines (the),69,254,0,0.0
Philippines (the),39068,7711641,39,7.0
Philippines (the),106,690,0,0.0
Philippines (the),101,474,0,0.0
Philippines (the),80,324,0,0.0
Philippines (the),80,284,0,0.0
Philippines (the),110,757,0,0.0
Philippines (the),219,1308,0,0.0
Philippines (the),1981,86879,1,0.0
Philippines (the),317,5264,0,0.0
Philippines (the),342,4678,0,0.0
Philippines (the),4332,328837,4,0.0
Philippines (the),1103,60911,1,0.0
Philippines (the),242,1947,0,0.0
Philippines (the),5887,559428,5,0.0
Philippines (the),167,1108,0,0.0
Philippines (the),1083,38440,1,0.0
Philippines (the),290,4959,0,0.0
Philippines (the),918,28343,0,0.0
Philippines (the),357,4176,0,0.0
Philippines (the),2191,251840,2,0.0
Philippines (the),576,10652,0,0.0
Philippines (the),406,10882,0,0.0
Philippines (the),593,14899,0,0.0
Philippines (the),621,24832,0,0.0
Philippines (the),615,11456,0,0.0
Philippines (the),924,23533,0,0.0
Philippines (the),724,19633,0,0.0
Philippines (the),163,1540,0,0.0
Philippines (the),946,52744,0,0.0
Philippines (the),8580,737764,8,0.0
Philippines (the),246,3193,0,0.0
Philippines (the),99,629,0,0.0
Philippines (the),342,2579,0,0.0
Philippines (the),313,1372,0,0.0
Philippines (the),490,3796,0,0.0
Philippines (the),5611,970278,5,0.0
Philippines (the),131,1080,0,0.0
Philippines (the),195,2366,0,0.0
Philippines (the),1396,42640,1,0.0
Philippines (the),342,3389,0,0.0
Philippines (the),468,3454,0,0.0
Philippines (the),983,45968,0,0.0
Philippines (the),151,1343,0,0.0
Philippines (the),87,436,0,0.0
Philippines (the),3658,375525,3,0.0
Philippines (the),712,24033,0,0.0
Philippines (the),13657,1093203,13,1.0
Philippines (the),1022,23406,1,0.0
Philippines (the),279,2078,0,0.0
Philippines (the),448,9831,0,0.0
Philippines (the),350,4429,0,0.0
Philippines (the),56373,15124468,56,15.0
Philippines (the),103,754,0,0.0
Philippines (the),228,2986,0,0.0
Philippines (the),103,576,0,0.0
Philippines (the),97,674,0,0.0
Philippines (the),458,7391,0,0.0
Philippines (the),258,3879,0,0.0
Philippines (the),349,6086,0,0.0
Philippines (the),366,5764,0,0.0
Philippines (the),661,17810,0,0.0
Philippines (the),36490,12873855,36,12.0
Philippines (the),138,1447,0,0.0
Philippines (the),52253,17482552,52,17.0
Philippines (the),1703,70162,1,0.0
Philippines (the),3421,345443,3,0.0
Philippines (the),5790,514198,5,0.0
Philippines (the),5806,1499810,5,1.0
Philippines (the),4673,652512,4,0.0
Philippines (the),11674,2568724,11,2.0
Philippines (the),90,563,0,0.0
Philippines (the),413,8903,0,0.0
Philippines (the),585,16276,0,0.0
Philippines (the),2203,129220,2,0.0
Philippines (the),544,11811,0,0.0
Philippines (the),965,39088,0,0.0
Philippines (the),128087,125895299,128,125.0
Philippines (the),432,2110,0,0.0
Philippines (the),1329,81215,1,0.0
Philippines (the),341,4188,0,0.0
Philippines (the),611,17925,0,0.0
Philippines (the),538,14650,0,0.0
Philippines (the),1516,70066,1,0.0
Philippines (the),685,17261,0,0.0
Philippines (the),288,5534,0,0.0
Philippines (the),9709,1802102,9,1.0
Philippines (the),302,1264,0,0.0
Philippines (the),592,3672,0,0.0
Philippines (the),410,5998,0,0.0
Philippines (the),19005,4287755,19,4.0
Philippines (the),578,4027,0,0.0
Philippines (the),344,2633,0,0.0
Philippines (the),124,627,0,0.0
Philippines (the),947,62002,0,0.0
Philippines (the),500,4850,0,0.0
Philippines (the),220,1968,0,0.0
Philippines (the),133,606,0,0.0
Philippines (the),148,884,0,0.0
Philippines (the),396,3151,0,0.0
Philippines (the),1093,17912,1,0.0
Philippines (the),630,15671,0,0.0
Philippines (the),225,1749,0,0.0
Philippines (the),291,2531,0,0.0
Philippines (the),138,1002,0,0.0
Philippines (the),538,11616,0,0.0
Philippines (the),771,9307,0,0.0
Philippines (the),1124,23127,1,0.0
Philippines (the),115,516,0,0.0
Philippines (the),1219,101464,1,0.0
Philippines (the),501,15786,0,0.0
Philippines (the),4702,366721,4,0.0
Philippines (the),10823,1841968,10,1.0
Philippines (the),4151,451029,4,0.0
Philippines (the),1390,64810,1,0.0
Philippines (the),480,5989,0,0.0
Philippines (the),302,3339,0,0.0
Philippines (the),7997,1519640,7,1.0
Philippines (the),1110,19335,1,0.0
Philippines (the),409,4536,0,0.0
Philippines (the),3107,182785,3,0.0
Philippines (the),285,3568,0,0.0
Philippines (the),42097,7709811,42,7.0
Philippines (the),165,1648,0,0.0
Philippines (the),545,14513,0,0.0
Philippines (the),204,2812,0,0.0
Philippines (the),4413,359550,4,0.0
Philippines (the),564,13380,0,0.0
Philippines (the),121,1077,0,0.0
Philippines (the),27812,12547405,27,12.0
Philippines (the),5527710,94028321969,5527,94028.0
Philippines (the),1439,67323,1,0.0
Philippines (the),1062,66930,1,0.0
Philippines (the),658,8587,0,0.0
Philippines (the),631,28634,0,0.0
Philippines (the),1406,92672,1,0.0
Philippines (the),2322,320832,2,0.0
Philippines (the),5967,246697,5,0.0
Philippines (the),3198,410581,3,0.0
Philippines (the),181,2298,0,0.0
Philippines (the),316,4917,0,0.0
Philippines (the),378,5533,0,0.0
Philippines (the),3129,240370,3,0.0
Philippines (the),807,19769,0,0.0
Philippines (the),1335,53433,1,0.0
Philippines (the),450,12248,0,0.0
Philippines (the),135,1139,0,0.0
Philippines (the),753,26940,0,0.0
Philippines (the),217,2713,0,0.0
Philippines (the),2070,123417,2,0.0
Philippines (the),1535,82257,1,0.0
Philippines (the),849,25197,0,0.0
Philippines (the),15971,5687268,15,5.0
Philippines (the),1790,102615,1,0.0
Philippines (the),5210,1194672,5,1.0
Philippines (the),233,1995,0,0.0
Philippines (the),3635,64892,3,0.0
Philippines (the),311,4445,0,0.0
Philippines (the),2203,212874,2,0.0
Philippines (the),81,411,0,0.0
Philippines (the),2248,41558,2,0.0
Philippines (the),8391,523111,8,0.0
Philippines (the),216,2472,0,0.0
Philippines (the),241,2447,0,0.0
Philippines (the),215,986,0,0.0
Philippines (the),335,5759,0,0.0
Philippines (the),9433,925840,9,0.0
Philippines (the),1100,39751,1,0.0
Philippines (the),171,1570,0,0.0
Philippines (the),518,8447,0,0.0
Philippines (the),190,1408,0,0.0
Philippines (the),363,6841,0,0.0
Philippines (the),185,1639,0,0.0
Philippines (the),13062,7193564,13,7.0
Philippines (the),392,10235,0,0.0
Philippines (the),31239,12496009,31,12.0
Philippines (the),6830,1837064,6,1.0
Philippines (the),401,9432,0,0.0
Philippines (the),120,957,0,0.0
Philippines (the),329,6752,0,0.0
Philippines (the),597,17718,0,0.0
Philippines (the),394,9855,0,0.0
Philippines (the),79,407,0,0.0
Philippines (the),260,3323,0,0.0
Philippines (the),439,7923,0,0.0
Philippines (the),2088,80154,2,0.0
Philippines (the),113,859,0,0.0
Philippines (the),115,805,0,0.0
Philippines (the),1588,44814,1,0.0
Philippines (the),357,3081,0,0.0
Philippines (the),712,17387,0,0.0
Philippines (the),361,5956,0,0.0
Philippines (the),358,5895,0,0.0
Philippines (the),28293,6649719,28,6.0
Philippines (the),300,3906,0,0.0
Philippines (the),53188,13324810,53,13.0
Philippines (the),7248,267327,7,0.0
Philippines (the),621,27514,0,0.0
Philippines (the),3260,242122,3,0.0
Philippines (the),203,1729,0,0.0
Philippines (the),5747,567269,5,0.0
Philippines (the),88422,59855307,88,59.0
Philippines (the),3453,415255,3,0.0
Philippines (the),11230,2936456,11,2.0
Philippines (the),61,207,0,0.0
Philippines (the),176,1180,0,0.0
Philippines (the),201,1016,0,0.0
Philippines (the),32218,9474582,32,9.0
Philippines (the),1736,134005,1,0.0
Philippines (the),1406,79034,1,0.0
Philippines (the),136,1392,0,0.0
Philippines (the),3276,387340,3,0.0
Philippines (the),732,26881,0,0.0
Philippines (the),5906,734075,5,0.0
Philippines (the),2907,491420,2,0.0
Philippines (the),958,22332,0,0.0
Philippines (the),3097,580721,3,0.0
Philippines (the),8471,626192,8,0.0
Philippines (the),276,3479,0,0.0
Philippines (the),4002,316279,4,0.0
Philippines (the),1967,116255,1,0.0
Philippines (the),4053,207064,4,0.0
Philippines (the),475,6771,0,0.0
Philippines (the),160,1716,0,0.0
Philippines (the),83,470,0,0.0
Philippines (the),6102,555549,6,0.0
Philippines (the),1111,23531,1,0.0
Philippines (the),294,3320,0,0.0
Philippines (the),446,7475,0,0.0
Philippines (the),1439,95862,1,0.0
Philippines (the),135,501,0,0.0
Philippines (the),6622,1713187,6,1.0
Philippines (the),424,6407,0,0.0
Philippines (the),410,10652,0,0.0
Philippines (the),1506,92810,1,0.0
Philippines (the),2767,152127,2,0.0
Philippines (the),1088,39987,1,0.0
Philippines (the),3083,107352,3,0.0
Philippines (the),3409,257553,3,0.0
Philippines (the),9080,593209,9,0.0
Philippines (the),1422,115357,1,0.0
Philippines (the),293,3463,0,0.0
Philippines (the),2142,118601,2,0.0
Philippines (the),2661,121333,2,0.0
Philippines (the),76238,19883263,76,19.0
Philippines (the),3538,679754,3,0.0
Philippines (the),21011,6820101,21,6.0
Philippines (the),307,5599,0,0.0
Philippines (the),1287,32127,1,0.0
Philippines (the),1767,35895,1,0.0
Philippines (the),870,44904,0,0.0
Philippines (the),5224,540326,5,0.0
Philippines (the),537,5863,0,0.0
Philippines (the),489,6257,0,0.0
Philippines (the),177,1495,0,0.0
Philippines (the),951,21148,0,0.0
Philippines (the),755,30240,0,0.0
Philippines (the),3851,943926,3,0.0
Philippines (the),2022,294460,2,0.0
Philippines (the),664,13679,0,0.0
Philippines (the),499,13971,0,0.0
Philippines (the),16155,2309383,16,2.0
Philippines (the),1343,96157,1,0.0
Philippines (the),1087,61703,1,0.0
Philippines (the),1239,54448,1,0.0
Philippines (the),908,18433,0,0.0
Philippines (the),463,10816,0,0.0
Philippines (the),572,13521,0,0.0
Philippines (the),900,53349,0,0.0
Philippines (the),12068,2247754,12,2.0
Philippines (the),855,14143,0,0.0
