adm0_en,len_crs,area_crs,len_km,area_km2
Philippines (the),780,25579,0,0.0
Philippines (the),529,11487,0,0.0
Philippines (the),14745,3720023,14,3.0
Philippines (the),15608,829208,15,0.0
Philippines (the),2048,61142,2,0.0
Philippines (the),1047,54775,1,0.0
Philippines (the),3152,187012,3,0.0
Philippines (the),204910,428167503,204,428.0
Philippines (the),698,28531,0,0.0
Philippines (the),644,13959,0,0.0
Philippines (the),196,2295,0,0.0
Philippines (the),2028,71580,2,0.0
Philippines (the),978,29448,0,0.0
Philippines (the),1067,34421,1,0.0
Philippines (the),1222,44606,1,0.0
Philippines (the),280,2806,0,0.0
Philippines (the),228,2240,0,0.0
Philippines (the),288,3954,0,0.0
Philippines (the),1369,83655,1,0.0
Philippines (the),1659,86045,1,0.0
Philippines (the),1820,206783,1,0.0
Philippines (the),1065,18471,1,0.0
Philippines (the),223,2693,0,0.0
Philippines (the),10632,2524336,10,2.0
Philippines (the),269,4070,0,0.0
Philippines (the),214,1941,0,0.0
Philippines (the),5384,538208,5,0.0
Philippines (the),1197,51325,1,0.0
Philippines (the),5931,697303,5,0.0
Philippines (the),533,8249,0,0.0
Philippines (the),432,5372,0,0.0
Philippines (the),6382,399970,6,0.0
Philippines (the),7342,424702,7,0.0
Philippines (the),2733,107834,2,0.0
Philippines (the),2061,210251,2,0.0
Philippines (the),14173,5503718,14,5.0
Philippines (the),3705,672502,3,0.0
Philippines (the),434,12547,0,0.0
Philippines (the),384,7855,0,0.0
Philippines (the),793,41183,0,0.0
Philippines (the),77,385,0,0.0
Philippines (the),204,1774,0,0.0
Philippines (the),212,2153,0,0.0
Philippines (the),213,2530,0,0.0
Philippines (the),102,742,0,0.0
Philippines (the),182,1842,0,0.0
Philippines (the),1146,24961,1,0.0
Philippines (the),297,5958,0,0.0
Philippines (the),338,5872,0,0.0
Philippines (the),1851,70081,1,0.0
Philippines (the),2042,272446,2,0.0
Philippines (the),325,5412,0,0.0
Philippines (the),715,24462,0,0.0
Philippines (the),164,1498,0,0.0
Philippines (the),178,1896,0,0.0
Philippines (the),152,1561,0,0.0
Philippines (the),153,1460,0,0.0
Philippines (the),301,4408,0,0.0
Philippines (the),97558,45014572,97,45.0
Philippines (the),4357,331882,4,0.0
Philippines (the),4705,772749,4,0.0
Philippines (the),744,34758,0,0.0
Philippines (the),88976,202889049,88,202.0
Philippines (the),1263,118273,1,0.0
Philippines (the),3644,466482,3,0.0
Philippines (the),590,24671,0,0.0
Philippines (the),641,28712,0,0.0
Philippines (the),148,1518,0,0.0
Philippines (the),190,2581,0,0.0
Philippines (the),530414,3769454553,530,3769.0
Philippines (the),1947,72797,1,0.0
Philippines (the),2497,334043,2,0.0
Philippines (the),899,27056,0,0.0
Philippines (the),3388,605649,3,0.0
Philippines (the),431,8042,0,0.0
Philippines (the),17307,4659777,17,4.0
Philippines (the),541,15505,0,0.0
Philippines (the),303,4188,0,0.0
Philippines (the),2051,285618,2,0.0
Philippines (the),2054,37570,2,0.0
Philippines (the),3238,75989,3,0.0
Philippines (the),976,26640,0,0.0
Philippines (the),15312,5206763,15,5.0
Philippines (the),361,3578,0,0.0
Philippines (the),6308,622306,6,0.0
Philippines (the),2042,113924,2,0.0
Philippines (the),9319,1027928,9,1.0
Philippines (the),495,7382,0,0.0
Philippines (the),794,16821,0,0.0
Philippines (the),8771,887821,8,0.0
Philippines (the),3700,427757,3,0.0
Philippines (the),224,3370,0,0.0
Philippines (the),180,1672,0,0.0
Philippines (the),269,4338,0,0.0
Philippines (the),325,4958,0,0.0
Philippines (the),752,16389,0,0.0
Philippines (the),95,628,0,0.0
Philippines (the),302,5033,0,0.0
Philippines (the),82,425,0,0.0
Philippines (the),473,12673,0,0.0
Philippines (the),1145,55821,1,0.0
Philippines (the),2076,159952,2,0.0
Philippines (the),53333,9698140,53,9.0
Philippines (the),2949,130485,2,0.0
Philippines (the),488,8052,0,0.0
Philippines (the),30235,5021649,30,5.0
Philippines (the),1227,60293,1,0.0
Philippines (the),3931,374920,3,0.0
Philippines (the),654,14994,0,0.0
Philippines (the),2073,127994,2,0.0
Philippines (the),8387,876803,8,0.0
Philippines (the),4901,503102,4,0.0
Philippines (the),1540,107600,1,0.0
Philippines (the),2861,180416,2,0.0
Philippines (the),1691,125968,1,0.0
Philippines (the),2540,141697,2,0.0
Philippines (the),157,1729,0,0.0
Philippines (the),634,15515,0,0.0
Philippines (the),2032,90651,2,0.0
Philippines (the),2362,274135,2,0.0
Philippines (the),6924,738215,6,0.0
Philippines (the),513,11090,0,0.0
Philippines (the),3845,404637,3,0.0
Philippines (the),967,30123,0,0.0
Philippines (the),5913,786361,5,0.0
Philippines (the),159,1599,0,0.0
Philippines (the),205,1543,0,0.0
Philippines (the),3890,225902,3,0.0
Philippines (the),951,38322,0,0.0
Philippines (the),4220,172483,4,0.0
Philippines (the),646,11439,0,0.0
Philippines (the),801,33012,0,0.0
Philippines (the),5391,1131760,5,1.0
Philippines (the),1247,75096,1,0.0
Philippines (the),3162,199863,3,0.0
Philippines (the),7156,340624,7,0.0
Philippines (the),1749,172360,1,0.0
Philippines (the),3851,239465,3,0.0
Philippines (the),1042,58585,1,0.0
Philippines (the),1351,113005,1,0.0
Philippines (the),2364,157435,2,0.0
Philippines (the),850,37151,0,0.0
Philippines (the),880,56797,0,0.0
Philippines (the),1727,121744,1,0.0
Philippines (the),1280,107797,1,0.0
Philippines (the),7210,986215,7,0.0
Philippines (the),1124,79429,1,0.0
Philippines (the),1212,38863,1,0.0
Philippines (the),1669,133195,1,0.0
Philippines (the),54328,13279797,54,13.0
Philippines (the),3151,226510,3,0.0
Philippines (the),1242,75438,1,0.0
Philippines (the),91038,60525031,91,60.0
Philippines (the),262,3443,0,0.0
Philippines (the),4816,318935,4,0.0
Philippines (the),1393,44349,1,0.0
Philippines (the),542,13997,0,0.0
Philippines (the),253,4291,0,0.0
Philippines (the),4217,693255,4,0.0
Philippines (the),8805,2853243,8,2.0
Philippines (the),836,23158,0,0.0
Philippines (the),1074,31880,1,0.0
Philippines (the),781,14827,0,0.0
Philippines (the),2035,231496,2,0.0
Philippines (the),5009,314110,5,0.0
Philippines (the),1498,40418,1,0.0
Philippines (the),1496,156186,1,0.0
Philippines (the),1937,230836,1,0.0
Philippines (the),13103,3274415,13,3.0
Philippines (the),2490,82705,2,0.0
Philippines (the),741,17169,0,0.0
Philippines (the),4059,115530,4,0.0
Philippines (the),457,8768,0,0.0
Philippines (the),5522,405912,5,0.0
Philippines (the),2364,274761,2,0.0
Philippines (the),1374,66756,1,0.0
Philippines (the),251,3467,0,0.0
Philippines (the),1005,25046,1,0.0
Philippines (the),2913,78761,2,0.0
Philippines (the),488,13721,0,0.0
Philippines (the),482,11249,0,0.0
Philippines (the),6632,218408,6,0.0
Philippines (the),531,19635,0,0.0
Philippines (the),1989,211046,1,0.0
Philippines (the),3944,915617,3,0.0
Philippines (the),1565,145520,1,0.0
Philippines (the),638,16437,0,0.0
Philippines (the),1908,65362,1,0.0
Philippines (the),6107,606923,6,0.0
Philippines (the),11225,2510468,11,2.0
Philippines (the),886,34209,0,0.0
Philippines (the),212,3007,0,0.0
Philippines (the),2124,78685,2,0.0
Philippines (the),1746,76297,1,0.0
Philippines (the),1495,44540,1,0.0
Philippines (the),8223,982022,8,0.0
Philippines (the),783,32782,0,0.0
Philippines (the),1134,94791,1,0.0
Philippines (the),18520,10158728,18,10.0
Philippines (the),7290,583651,7,0.0
Philippines (the),1177,84728,1,0.0
Philippines (the),2219,95617,2,0.0
Philippines (the),1732,76804,1,0.0
Philippines (the),433665,781460988,433,781.0
Philippines (the),9383,1507973,9,1.0
Philippines (the),637,25193,0,0.0
Philippines (the),16750,9995434,16,9.0
Philippines (the),909,43380,0,0.0
Philippines (the),494,12352,0,0.0
Philippines (the),16515,4920405,16,4.0
Philippines (the),489,13699,0,0.0
Philippines (the),1928,112133,1,0.0
Philippines (the),257,4676,0,0.0
Philippines (the),1112,54019,1,0.0
Philippines (the),3722,571727,3,0.0
Philippines (the),3717,473671,3,0.0
Philippines (the),301,6283,0,0.0
Philippines (the),4397,1031282,4,1.0
Philippines (the),706,35064,0,0.0
Philippines (the),2013,258183,2,0.0
Philippines (the),11289,1494032,11,1.0
Philippines (the),19659,5133141,19,5.0
Philippines (the),3711,596272,3,0.0
Philippines (the),1520,75224,1,0.0
Philippines (the),2016,234123,2,0.0
Philippines (the),1328,40547,1,0.0
Philippines (the),1554,84682,1,0.0
Philippines (the),2800,339092,2,0.0
Philippines (the),2685,375592,2,0.0
Philippines (the),1345,38609,1,0.0
Philippines (the),1272,71712,1,0.0
Philippines (the),714,16506,0,0.0
Philippines (the),67,282,0,0.0
Philippines (the),140,574,0,0.0
Philippines (the),267,2077,0,0.0
Philippines (the),6537,836057,6,0.0
Philippines (the),638,15110,0,0.0
Philippines (the),135,893,0,0.0
Philippines (the),2767,330694,2,0.0
Philippines (the),695,31710,0,0.0
Philippines (the),134,1038,0,0.0
Philippines (the),2681,120726,2,0.0
Philippines (the),2757,217843,2,0.0
Philippines (the),181,2136,0,0.0
Philippines (the),1071,39946,1,0.0
Philippines (the),330,6470,0,0.0
Philippines (the),3775,405234,3,0.0
Philippines (the),2270,107715,2,0.0
Philippines (the),3764,404074,3,0.0
Philippines (the),623,26163,0,0.0
Philippines (the),1097,44375,1,0.0
Philippines (the),2685,77024,2,0.0
Philippines (the),560,13254,0,0.0
Philippines (the),4456,675690,4,0.0
Philippines (the),56629,13528583,56,13.0
Philippines (the),3747,230293,3,0.0
Philippines (the),205665,328380327,205,328.0
Philippines (the),13611,3773722,13,3.0
Philippines (the),2133,137707,2,0.0
Philippines (the),890,28781,0,0.0
Philippines (the),2513,301575,2,0.0
Philippines (the),1850,182050,1,0.0
Philippines (the),1549,86646,1,0.0
Philippines (the),808,35724,0,0.0
Philippines (the),1388,69696,1,0.0
Philippines (the),6119,1273335,6,1.0
Philippines (the),1038,57893,1,0.0
Philippines (the),1442,67977,1,0.0
Philippines (the),8483,2817533,8,2.0
Philippines (the),116660,195256881,116,195.0
Philippines (the),1305,127689,1,0.0
Philippines (the),653,28619,0,0.0
Philippines (the),7790,1434153,7,1.0
Philippines (the),411,12246,0,0.0
Philippines (the),545,11748,0,0.0
Philippines (the),4450,490313,4,0.0
Philippines (the),2748,211552,2,0.0
Philippines (the),15071,3715451,15,3.0
Philippines (the),2944,246947,2,0.0
Philippines (the),457,9430,0,0.0
Philippines (the),3515,255854,3,0.0
Philippines (the),6441,2453484,6,2.0
Philippines (the),56,162,0,0.0
Philippines (the),46,156,0,0.0
Philippines (the),2015,133125,2,0.0
Philippines (the),268244,575054879,268,575.0
Philippines (the),3256,460800,3,0.0
Philippines (the),811,21281,0,0.0
Philippines (the),1300,66310,1,0.0
Philippines (the),13903,4667667,13,4.0
Philippines (the),717,14606,0,0.0
Philippines (the),491,7815,0,0.0
Philippines (the),3218,241580,3,0.0
Philippines (the),743,30073,0,0.0
Philippines (the),54,186,0,0.0
Philippines (the),140,1040,0,0.0
Philippines (the),107,707,0,0.0
Philippines (the),3148,145776,3,0.0
Philippines (the),76,278,0,0.0
Philippines (the),184,498,0,0.0
Philippines (the),119,537,0,0.0
Philippines (the),178,710,0,0.0
Philippines (the),127,391,0,0.0
Philippines (the),90,296,0,0.0
Philippines (the),53,160,0,0.0
Philippines (the),183,785,0,0.0
Philippines (the),83,342,0,0.0
Philippines (the),98,483,0,0.0
Philippines (the),52837,33716510,52,33.0
Philippines (the),1273,76740,1,0.0
Philippines (the),1168,40769,1,0.0
Philippines (the),70684,103408293,70,103.0
Philippines (the),646,24302,0,0.0
Philippines (the),3262,362854,3,0.0
Philippines (the),12056,4617107,12,4.0
Philippines (the),1495,37380,1,0.0
Philippines (the),610,21728,0,0.0
Philippines (the),2306,97449,2,0.0
Philippines (the),2862,272944,2,0.0
Philippines (the),30832,5248201,30,5.0
Philippines (the),86,357,0,0.0
Philippines (the),124,635,0,0.0
Philippines (the),905,21182,0,0.0
Philippines (the),1219,41928,1,0.0
Philippines (the),3537,260435,3,0.0
Philippines (the),1972,139341,1,0.0
Philippines (the),543,15086,0,0.0
Philippines (the),199,1679,0,0.0
Philippines (the),512,10847,0,0.0
Philippines (the),215,1490,0,0.0
Philippines (the),730,28273,0,0.0
Philippines (the),2964,400902,2,0.0
Philippines (the),1238,95862,1,0.0
Philippines (the),196,1860,0,0.0
Philippines (the),7301,1606151,7,1.0
Philippines (the),532,12161,0,0.0
Philippines (the),2093,156184,2,0.0
Philippines (the),978,51610,0,0.0
Philippines (the),297,3729,0,0.0
Philippines (the),338,2249,0,0.0
Philippines (the),1867,37428,1,0.0
Philippines (the),336,6270,0,0.0
Philippines (the),2171,164216,2,0.0
Philippines (the),10389,1974122,10,1.0
Philippines (the),64,282,0,0.0
Philippines (the),433,3604,0,0.0
Philippines (the),99,406,0,0.0
Philippines (the),2329,137554,2,0.0
Philippines (the),156,1131,0,0.0
Philippines (the),1000,55473,1,0.0
Philippines (the),4642,405257,4,0.0
Philippines (the),267,3058,0,0.0
Philippines (the),642,22107,0,0.0
Philippines (the),422,6385,0,0.0
Philippines (the),5651,1517415,5,1.0
Philippines (the),3115,360380,3,0.0
Philippines (the),3675,352144,3,0.0
Philippines (the),401,10545,0,0.0
Philippines (the),649,21629,0,0.0
Philippines (the),62223,57740663,62,57.0
Philippines (the),304,1787,0,0.0
Philippines (the),1167,37492,1,0.0
Philippines (the),460,8147,0,0.0
Philippines (the),447,8975,0,0.0
Philippines (the),877,30079,0,0.0
Philippines (the),147,1344,0,0.0
Philippines (the),306,4757,0,0.0
Philippines (the),1089,58543,1,0.0
Philippines (the),4382,751650,4,0.0
Philippines (the),320,7433,0,0.0
Philippines (the),3986,388401,3,0.0
Philippines (the),2004,187323,2,0.0
Philippines (the),334,5185,0,0.0
Philippines (the),5414,891713,5,0.0
Philippines (the),1361,53531,1,0.0
Philippines (the),893,43922,0,0.0
Philippines (the),9183,1165064,9,1.0
Philippines (the),2372,263523,2,0.0
Philippines (the),231,2879,0,0.0
Philippines (the),3778,531425,3,0.0
Philippines (the),413,9593,0,0.0
Philippines (the),459,7249,0,0.0
Philippines (the),866,33256,0,0.0
Philippines (the),1459,64454,1,0.0
Philippines (the),3619,165103,3,0.0
Philippines (the),1093,59826,1,0.0
Philippines (the),411,6794,0,0.0
Philippines (the),157,1647,0,0.0
Philippines (the),155,1794,0,0.0
Philippines (the),1441,45298,1,0.0
Philippines (the),2465,177751,2,0.0
Philippines (the),2953,249157,2,0.0
Philippines (the),862,22971,0,0.0
Philippines (the),3921,521822,3,0.0
Philippines (the),8603,1870114,8,1.0
Philippines (the),4816,513162,4,0.0
Philippines (the),498,7791,0,0.0
Philippines (the),285,4299,0,0.0
Philippines (the),1031,26066,1,0.0
Philippines (the),471,5957,0,0.0
Philippines (the),122,997,0,0.0
Philippines (the),75,390,0,0.0
Philippines (the),22254,3062557,22,3.0
Philippines (the),5816,2306912,5,2.0
Philippines (the),2116,90053,2,0.0
Philippines (the),482,7305,0,0.0
Philippines (the),2098,143712,2,0.0
Philippines (the),523,4898,0,0.0
Philippines (the),12095,3110423,12,3.0
Philippines (the),664,22556,0,0.0
Philippines (the),1443,48960,1,0.0
Philippines (the),817,25500,0,0.0
Philippines (the),502,15094,0,0.0
Philippines (the),9825,5617940,9,5.0
Philippines (the),2250,227456,2,0.0
Philippines (the),1120975,12769669982,1120,12769.0
Philippines (the),77,310,0,0.0
Philippines (the),124,712,0,0.0
Philippines (the),4022,503106,4,0.0
Philippines (the),20578,11318934,20,11.0
Philippines (the),150,1379,0,0.0
Philippines (the),3465,160433,3,0.0
Philippines (the),117,878,0,0.0
Philippines (the),814,17152,0,0.0
Philippines (the),5150,1185197,5,1.0
Philippines (the),684,26086,0,0.0
Philippines (the),1850,68282,1,0.0
Philippines (the),1602,169011,1,0.0
Philippines (the),753,26780,0,0.0
Philippines (the),110,525,0,0.0
Philippines (the),1116,34490,1,0.0
Philippines (the),40501,21307995,40,21.0
Philippines (the),3489,349402,3,0.0
Philippines (the),3076,411372,3,0.0
Philippines (the),71,342,0,0.0
Philippines (the),190,1916,0,0.0
Philippines (the),10592,3217687,10,3.0
Philippines (the),36981,17602264,36,17.0
Philippines (the),1137,43661,1,0.0
Philippines (the),1081,52031,1,0.0
Philippines (the),1634,120385,1,0.0
Philippines (the),2167,148522,2,0.0
Philippines (the),283,4797,0,0.0
Philippines (the),213,2123,0,0.0
Philippines (the),99,724,0,0.0
Philippines (the),2160,302218,2,0.0
Philippines (the),1143,30538,1,0.0
Philippines (the),2817,159990,2,0.0
Philippines (the),1061,27809,1,0.0
Philippines (the),472,13890,0,0.0
Philippines (the),2031,117055,2,0.0
Philippines (the),130,1019,0,0.0
Philippines (the),291,5256,0,0.0
Philippines (the),3444,408589,3,0.0
Philippines (the),643,9392,0,0.0
Philippines (the),628,16485,0,0.0
Philippines (the),13472,6051579,13,6.0
Philippines (the),674,24693,0,0.0
Philippines (the),17371,5854730,17,5.0
Philippines (the),207,2971,0,0.0
Philippines (the),5463,1426137,5,1.0
Philippines (the),1804,124439,1,0.0
Philippines (the),531,11561,0,0.0
Philippines (the),3130,446943,3,0.0
Philippines (the),654,25819,0,0.0
Philippines (the),157,1061,0,0.0
Philippines (the),214,2999,0,0.0
Philippines (the),15836,6306642,15,6.0
Philippines (the),994,61620,0,0.0
Philippines (the),393,6629,0,0.0
Philippines (the),503,14228,0,0.0
Philippines (the),3237,254938,3,0.0
Philippines (the),5521,1063977,5,1.0
Philippines (the),3343,242866,3,0.0
Philippines (the),653,11715,0,0.0
Philippines (the),1568,124277,1,0.0
Philippines (the),13890,3772170,13,3.0
Philippines (the),686,13249,0,0.0
Philippines (the),699,12501,0,0.0
Philippines (the),913,49872,0,0.0
Philippines (the),1500,119113,1,0.0
Philippines (the),1706,113868,1,0.0
Philippines (the),10587,2966325,10,2.0
Philippines (the),56262,48351313,56,48.0
Philippines (the),526,16404,0,0.0
Philippines (the),2183,235959,2,0.0
Philippines (the),353,9493,0,0.0
Philippines (the),664,7819,0,0.0
Philippines (the),321,2886,0,0.0
Philippines (the),1336,125886,1,0.0
Philippines (the),4558,1029225,4,1.0
Philippines (the),7920,1671470,7,1.0
Philippines (the),3096,327308,3,0.0
Philippines (the),1130,84660,1,0.0
Philippines (the),3053,385877,3,0.0
Philippines (the),1296,43246,1,0.0
Philippines (the),832,36129,0,0.0
Philippines (the),13356,3271194,13,3.0
Philippines (the),383,6198,0,0.0
Philippines (the),1122,62656,1,0.0
Philippines (the),93,560,0,0.0
Philippines (the),3249,425169,3,0.0
Philippines (the),1744,144835,1,0.0
Philippines (the),2429,281273,2,0.0
Philippines (the),2288,304438,2,0.0
Philippines (the),20706,8206433,20,8.0
Philippines (the),5848,935858,5,0.0
Philippines (the),552,7217,0,0.0
Philippines (the),3309,604544,3,0.0
Philippines (the),5265,869212,5,0.0
Philippines (the),919,48766,0,0.0
Philippines (the),729,8837,0,0.0
Philippines (the),151,1017,0,0.0
Philippines (the),408,4372,0,0.0
Philippines (the),642,16084,0,0.0
Philippines (the),2940,283919,2,0.0
Philippines (the),1309,79203,1,0.0
Philippines (the),4712,608815,4,0.0
Philippines (the),1550,59346,1,0.0
Philippines (the),392,5764,0,0.0
Philippines (the),1018,30155,1,0.0
Philippines (the),1933,45165,1,0.0
Philippines (the),2871,232246,2,0.0
Philippines (the),2225,85593,2,0.0
Philippines (the),1989,195086,1,0.0
Philippines (the),4628,605359,4,0.0
Philippines (the),1003,45220,1,0.0
Philippines (the),206,1801,0,0.0
Philippines (the),582,14386,0,0.0
Philippines (the),1493,128857,1,0.0
Philippines (the),657,16709,0,0.0
Philippines (the),396,4677,0,0.0
Philippines (the),1236,42678,1,0.0
Philippines (the),243,2914,0,0.0
Philippines (the),165,1225,0,0.0
Philippines (the),293,2600,0,0.0
Philippines (the),931,23915,0,0.0
Philippines (the),806,18001,0,0.0
Philippines (the),1850,104584,1,0.0
Philippines (the),852,40444,0,0.0
Philippines (the),808,37638,0,0.0
Philippines (the),1362,90537,1,0.0
Philippines (the),526,19913,0,0.0
Philippines (the),319,4835,0,0.0
Philippines (the),644,14261,0,0.0
Philippines (the),2315,143513,2,0.0
Philippines (the),3578,412738,3,0.0
Philippines (the),513,8364,0,0.0
Philippines (the),1203,27707,1,0.0
Philippines (the),23175,13527292,23,13.0
Philippines (the),3440,320064,3,0.0
Philippines (the),14905,2328403,14,2.0
Philippines (the),1578,112685,1,0.0
Philippines (the),2363,221521,2,0.0
Philippines (the),228,2753,0,0.0
Philippines (the),18877,14935348,18,14.0
Philippines (the),2558,317446,2,0.0
Philippines (the),5307,1045847,5,1.0
Philippines (the),550,9875,0,0.0
Philippines (the),633,29929,0,0.0
Philippines (the),2624,215327,2,0.0
Philippines (the),3312,237256,3,0.0
Philippines (the),1791,152383,1,0.0
Philippines (the),514,6627,0,0.0
Philippines (the),143,987,0,0.0
Philippines (the),8117,2142982,8,2.0
Philippines (the),32383,31462802,32,31.0
Philippines (the),1719,177576,1,0.0
Philippines (the),505,17560,0,0.0
Philippines (the),489,8604,0,0.0
Philippines (the),445,12946,0,0.0
Philippines (the),4643,547665,4,0.0
Philippines (the),933,40350,0,0.0
Philippines (the),1415,102771,1,0.0
Philippines (the),23854,4388714,23,4.0
Philippines (the),8474,4175672,8,4.0
Philippines (the),6723,1061847,6,1.0
Philippines (the),964,33993,0,0.0
Philippines (the),3726,739085,3,0.0
Philippines (the),2834,340030,2,0.0
Philippines (the),15042,7287879,15,7.0
Philippines (the),15318,3611044,15,3.0
Philippines (the),1960,117030,1,0.0
Philippines (the),3848,960049,3,0.0
Philippines (the),810,34893,0,0.0
Philippines (the),2805,493857,2,0.0
Philippines (the),807,30235,0,0.0
Philippines (the),2153,223795,2,0.0
Philippines (the),188,1988,0,0.0
Philippines (the),2076,190075,2,0.0
Philippines (the),27916,9674014,27,9.0
Philippines (the),3759,555031,3,0.0
Philippines (the),490,14281,0,0.0
Philippines (the),7899,2203737,7,2.0
Philippines (the),1532,44934,1,0.0
Philippines (the),8782,4954568,8,4.0
Philippines (the),12735,3770284,12,3.0
Philippines (the),1067,36164,1,0.0
Philippines (the),10156,2841010,10,2.0
Philippines (the),2970,432846,2,0.0
Philippines (the),20312,5501193,20,5.0
Philippines (the),494,15828,0,0.0
Philippines (the),5151,1385974,5,1.0
Philippines (the),6602,977416,6,0.0
Philippines (the),450,11786,0,0.0
Philippines (the),116,660,0,0.0
Philippines (the),1288,66190,1,0.0
Philippines (the),140,1113,0,0.0
Philippines (the),868918,4416964734,868,4416.0
Philippines (the),725,39179,0,0.0
Philippines (the),149,962,0,0.0
Philippines (the),77367,113933802,77,113.0
Philippines (the),1058,59039,1,0.0
Philippines (the),301,3778,0,0.0
Philippines (the),552,11574,0,0.0
Philippines (the),790,29749,0,0.0
Philippines (the),1707,119672,1,0.0
Philippines (the),34767,16247903,34,16.0
Philippines (the),734,19393,0,0.0
Philippines (the),2837,276825,2,0.0
Philippines (the),20080,5782498,20,5.0
Philippines (the),488,10387,0,0.0
Philippines (the),342,2763,0,0.0
Philippines (the),143,1001,0,0.0
Philippines (the),22570,15555198,22,15.0
Philippines (the),583,16220,0,0.0
Philippines (the),369,6841,0,0.0
Philippines (the),601,16555,0,0.0
Philippines (the),986,43609,0,0.0
Philippines (the),978,36184,0,0.0
Philippines (the),235,2479,0,0.0
Philippines (the),204,2134,0,0.0
Philippines (the),926,32159,0,0.0
Philippines (the),281,3756,0,0.0
Philippines (the),11321,1581521,11,1.0
Philippines (the),7479,1388203,7,1.0
Philippines (the),16242,8892831,16,8.0
Philippines (the),803,30314,0,0.0
Philippines (the),6591,1033006,6,1.0
Philippines (the),458,9782,0,0.0
Philippines (the),2543,205794,2,0.0
Philippines (the),635,16520,0,0.0
Philippines (the),1055,30277,1,0.0
Philippines (the),8065,1178016,8,1.0
Philippines (the),970,36089,0,0.0
Philippines (the),347,4814,0,0.0
Philippines (the),2681,199915,2,0.0
Philippines (the),884,30389,0,0.0
Philippines (the),6731,808343,6,0.0
Philippines (the),259,3345,0,0.0
Philippines (the),1349,70687,1,0.0
Philippines (the),2957,173983,2,0.0
Philippines (the),193,2101,0,0.0
Philippines (the),16131,5688720,16,5.0
Philippines (the),2552,142388,2,0.0
Philippines (the),1949,147589,1,0.0
Philippines (the),765,23966,0,0.0
Philippines (the),417,10360,0,0.0
Philippines (the),269,2853,0,0.0
Philippines (the),668,27497,0,0.0
Philippines (the),784,32632,0,0.0
Philippines (the),1358,73746,1,0.0
Philippines (the),633,18111,0,0.0
Philippines (the),714,12964,0,0.0
Philippines (the),794,23931,0,0.0
Philippines (the),536,17218,0,0.0
Philippines (the),3050,253306,3,0.0
Philippines (the),1533,109821,1,0.0
Philippines (the),4602,700582,4,0.0
Philippines (the),4027,504620,4,0.0
Philippines (the),2368,275615,2,0.0
Philippines (the),916,12002,0,0.0
Philippines (the),14876,5858794,14,5.0
Philippines (the),342,6957,0,0.0
Philippines (the),1726,86235,1,0.0
Philippines (the),682,19290,0,0.0
Philippines (the),2509697,11479698107,2509,11479.0
Philippines (the),849,34626,0,0.0
Philippines (the),2184,129020,2,0.0
Philippines (the),159,1578,0,0.0
Philippines (the),1068,74561,1,0.0
Philippines (the),655,26692,0,0.0
Philippines (the),440,11096,0,0.0
Philippines (the),5503,696411,5,0.0
Philippines (the),1848,74838,1,0.0
Philippines (the),428,7834,0,0.0
Philippines (the),1200,26191,1,0.0
Philippines (the),19825,3724003,19,3.0
Philippines (the),3789,258307,3,0.0
Philippines (the),7704,1370329,7,1.0
Philippines (the),1304,102665,1,0.0
Philippines (the),548,18341,0,0.0
Philippines (the),974,22974,0,0.0
Philippines (the),1473,98372,1,0.0
Philippines (the),5882,705499,5,0.0
Philippines (the),3177,234664,3,0.0
Philippines (the),4292,681523,4,0.0
Philippines (the),5123,462024,5,0.0
Philippines (the),1571,140901,1,0.0
Philippines (the),7388,1597110,7,1.0
Philippines (the),6345,1235613,6,1.0
Philippines (the),728,27861,0,0.0
Philippines (the),12262,5213224,12,5.0
Philippines (the),48,181,0,0.0
Philippines (the),57,252,0,0.0
Philippines (the),1796,54995,1,0.0
Philippines (the),77,354,0,0.0
Philippines (the),2547,195537,2,0.0
Philippines (the),181,1928,0,0.0
Philippines (the),2982,408737,2,0.0
Philippines (the),161,1716,0,0.0
Philippines (the),15841,5048218,15,5.0
Philippines (the),455,11438,0,0.0
Philippines (the),5003,761958,5,0.0
Philippines (the),442,5820,0,0.0
Philippines (the),310,3918,0,0.0
Philippines (the),17140,10696518,17,10.0
Philippines (the),4252,446684,4,0.0
Philippines (the),1390,53893,1,0.0
Philippines (the),133,806,0,0.0
Philippines (the),325,5384,0,0.0
Philippines (the),650,28384,0,0.0
Philippines (the),169,808,0,0.0
Philippines (the),547,11807,0,0.0
Philippines (the),884,40389,0,0.0
Philippines (the),500,11319,0,0.0
Philippines (the),3151,312297,3,0.0
Philippines (the),1310,82582,1,0.0
Philippines (the),292,3610,0,0.0
Philippines (the),14528,4544837,14,4.0
Philippines (the),1080,21326,1,0.0
Philippines (the),3650,405482,3,0.0
Philippines (the),261,2295,0,0.0
Philippines (the),4354,759941,4,0.0
Philippines (the),1211,41665,1,0.0
Philippines (the),1179,38291,1,0.0
Philippines (the),2756,364737,2,0.0
Philippines (the),205,1939,0,0.0
Philippines (the),203,2621,0,0.0
Philippines (the),2612,234548,2,0.0
Philippines (the),4201,458206,4,0.0
Philippines (the),530,9822,0,0.0
Philippines (the),225,2204,0,0.0
Philippines (the),574,23763,0,0.0
Philippines (the),2036,148225,2,0.0
Philippines (the),1567,108044,1,0.0
Philippines (the),180,2252,0,0.0
Philippines (the),9183,1363435,9,1.0
