ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM
Pres. Manuel A. Roxas,PH0907211,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.75066618081,0.01913650312,233.07885503000
Rizal,PH0907212,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52654986299,0.00550376731,67.01250005190
Salug,PH0907213,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.85609567919,0.01185842412,144.55733583600
Sergio Osmeña Sr.,PH0907214,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,Sergio Osmena Sr.,,0.99020692875,0.03044006373,370.87775721200
Siayan,PH0907215,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.19882149009,0.03954013514,481.90903731600
Sibuco,PH0907216,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.38547387644,0.04898766083,598.22573186700
Sibutad,PH0907217,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56326916780,0.00561231326,68.32540182990
Sindangan,PH0907218,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.59681692958,0.03650120375,444.83004589700
Siocon,PH0907219,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01431780629,0.03045480890,371.59272597100
Sirawai,PH0907220,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.84495352463,0.02211864612,269.96653676900
Tampilisan,PH0907221,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63686101449,0.01185463808,144.55085813300
Jose Dalman (Ponot),PH0907222,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,Ponot,0.71932536333,0.01100477040,134.04516447800
Gutalac,PH0907223,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.03848836902,0.03269515842,398.68235667700
Baliguian,PH0907224,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.04435499665,0.03209294434,391.45760308700
Godod,PH0907225,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87961215253,0.01948417800,237.56344219200
Bacungan (Leon T. Postigo),PH0907226,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,Leon T. Postigo,0.95115272242,0.02055698804,250.60644118100
Kalawit,PH0907227,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83687204044,0.02040574556,248.82434049100
Aurora,PH0907302,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.80405236536,0.01315745125,160.44084199000
Bayog,PH0907303,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96329115100,0.02175224575,265.27644266600
Dimataling,PH0907305,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86281000158,0.00902700698,110.18127171100
Dinas,PH0907306,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01298014626,0.01363885745,166.43567840100
Dumalinao,PH0907307,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71376708754,0.01042000848,127.11297814600
Dumingag,PH0907308,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.91387594668,0.02492148481,303.73465008800
Kumalarang,PH0907311,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67830005196,0.01100181608,134.20995121400
Labangan,PH0907312,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.91248727038,0.01312178998,160.02116899100
Lapuyan,PH0907313,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.92559129984,0.01281786058,156.39666178700
Mahayag,PH0907315,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81306700505,0.01519560512,185.20272160200
Margosatubig,PH0907317,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87428481769,0.00691449435,84.38795661640
Midsalip,PH0907318,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.79517423938,0.02300762996,280.50014522600
Molave,PH0907319,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76267184236,0.00878087008,107.01722172100
Pagadian City (Capital),PH0907322,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.23954245061,0.02252598213,274.72182840100
Ramon Magsaysay (Liargo),PH0907323,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,Liargo,0.50806228752,0.00795094968,96.93719348970
San Miguel,PH0907324,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55477046492,0.00758138369,92.50251830080
San Pablo,PH0907325,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66448487266,0.00843682392,102.94285243600
Tabina,PH0907327,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48356434811,0.00550056873,67.15498962000
Tambulig,PH0907328,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.90245097872,0.01137054361,138.61410160500
Tukuran,PH0907330,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83312283111,0.01066202310,130.02462744900
Zamboanga City,PH0907332,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,4.71951162577,0.12256003002,1497.15480368000
Lakewood,PH0907333,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.72720603213,0.01666533220,203.24321860100
Josefina,PH0907337,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38025916629,0.00427663132,52.11542783530
Pitogo,PH0907338,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78728325901,0.00607364054,74.14699041790
Sominot (Don Mariano Marcos),PH0907340,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,Don Mariano Marcos,0.59416838713,0.00921881565,112.39051644900
Vincenzo A. Sagun,PH0907341,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69233914394,0.00509073370,62.13761073950
Guipos,PH0907343,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53458406861,0.00794187878,96.88807586190
Tigbao,PH0907344,Zamboanga del Sur,PH09073,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51682020798,0.01019442718,124.34106776000
Alicia,PH0908301,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18011102097,0.01198004378,146.22854125700
Buug,PH0908302,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60380950729,0.01257496864,153.40821651100
Diplahan,PH0908303,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.70555817403,0.01018202941,124.20627943800
Imelda,PH0908304,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41056958658,0.00693624769,84.63992610030
Ipil (Capital),PH0908305,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96568165396,0.01296636469,158.17292252200
Kabasalan,PH0908306,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.74966910292,0.02630255140,320.79688712100
Mabuhay,PH0908307,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.20018680408,0.00654471349,79.90786332060
Malangas,PH0908308,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.02630146435,0.00992289738,121.09146982700
Naga,PH0908309,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.14514447784,0.01244878635,151.83778344000
Olutanga,PH0908310,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86973152515,0.00535835157,65.43064314610
Payao,PH0908311,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.33538111446,0.01575528364,192.27961114800
Roseller Lim,PH0908312,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87849374035,0.01732768021,211.41428070500
Siay,PH0908313,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.02147187652,0.01869240236,228.04800876100
Talusan,PH0908314,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56992807342,0.00380527293,46.46289973110
Titay,PH0908315,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.91749495192,0.02440412378,297.65476167700
Tungawan,PH0908316,Zamboanga Sibugay,PH09083,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.85157266037,0.02820634505,344.24913904700
City of Isabela,PH0909701,City of Isabela (not a province),PH09097,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.23103306429,0.01798019895,219.86968372100
Baungon,PH1001301,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.24355290509,0.03458844592,421.46534744800
Damulog,PH1001302,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68723269538,0.01413079268,172.50386115800
Dangcagan,PH1001303,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48601934649,0.00600710076,73.31011075050
Don Carlos,PH1001304,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96818700749,0.01775925457,216.68466740700
Impasug-ong,PH1001305,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.69334596127,0.07837373421,954.64617152300
Kadingilan,PH1001306,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.90429526947,0.01367126675,166.86410647200
Kalilangan,PH1001307,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96100647409,0.01784416569,217.67672958000
Kibawe,PH1001308,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.74452588465,0.01427673514,174.26129697200
Kitaotao,PH1001309,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.55409293734,0.03168404167,386.69531496100
Lantapan,PH1001310,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.93528093907,0.02918427527,355.77458109100
Libona,PH1001311,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86895130560,0.02219469778,270.38744716700
City of Malaybalay (Capital),PH1001312,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.60446095452,0.08238052991,1004.03171071000
Malitbog,PH1001313,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87999779290,0.03134808554,381.71395298700
Manolo Fortich,PH1001314,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.53072183704,0.03583639190,436.53295714300
Maramag,PH1001315,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96834252813,0.02627432226,320.49022638300
Pangantucan,PH1001316,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.44865099554,0.03530824047,430.69133828200
Quezon,PH1001317,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.20557535241,0.05304842549,647.22518788800
San Fernando,PH1001318,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.09232604468,0.04962775097,605.34965575800
Sumilao,PH1001319,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61835604975,0.01383073363,168.51323001700
Talakag,PH1001320,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.69539596873,0.08030936562,979.03582101900
City of Valencia,PH1001321,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.57517025594,0.05476033358,667.80121801800
Cabanglasan,PH1001322,Bukidnon,PH10013,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87717413531,0.02516806627,306.80612559600
Catarman,PH1001801,Camiguin,PH10018,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.34071484990,0.00606733628,73.75418292990
Guinsiliban,PH1001802,Camiguin,PH10018,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.27699227797,0.00247378221,30.07518623810
Mahinog,PH1001803,Camiguin,PH10018,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.26543575646,0.00251526592,30.57550344040
Mambajao (Capital),PH1001804,Camiguin,PH10018,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38418076284,0.00598774069,72.77625413240
Sagay,PH1001805,Camiguin,PH10018,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.26694260043,0.00290788305,35.35196165910
Bacolod,PH1003501,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61562788688,0.00520029450,63.38125140060
Baloi,PH1003502,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45478594297,0.00531338285,64.76482853160
Baroy,PH1003503,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56955896360,0.00403471131,49.19548461780
Iligan City,PH1003504,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.58625693362,0.04367331683,532.18605540600
Kapatagan,PH1003505,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86485178443,0.01103774410,134.61125758900
Sultan Naga Dimaporo (Karomatan),PH1003506,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,Karomatan,0.97709877078,0.01718237296,209.59699455900
Kauswagan,PH1003507,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.57965422585,0.00577691572,70.40968552340
Kolambugan,PH1003508,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60556210611,0.00546231645,66.58467609630
Lala,PH1003509,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.79327986230,0.01007286127,122.82636442800
Linamon,PH1003510,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.21228934477,0.00151928022,18.51623104190
Magsaysay,PH1003511,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59318825979,0.00737132227,89.87164921000
Maigo,PH1003512,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51956545217,0.00745557064,90.87651659210
Matungao,PH1003513,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31077345244,0.00285066851,34.74642998510
Munai,PH1003514,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66184062357,0.01148671586,140.04394729800
Nunungan,PH1003515,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63186449467,0.01800019939,219.57455803300
Pantao Ragat,PH1003516,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45671951769,0.00409413762,49.91150797890
Poona Piagapo,PH1003517,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45237598405,0.00535163405,65.23440251800
Salvador,PH1003518,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.44357988402,0.00753756543,91.92231274790
Sapad,PH1003519,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49730093852,0.00962554442,117.40464639900
Tagoloan,PH1003520,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59453679638,0.00888963150,108.34463768200
Tangcal,PH1003521,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48325114952,0.00568843055,69.35112172820
Tubod (Capital),PH1003522,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86136377518,0.01368312465,166.83834489400
Pantar,PH1003523,Lanao del Norte,PH10035,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.34902854127,0.00493485820,60.15526526980
Aloran,PH1004201,Misamis Occidental,PH10042,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56367195311,0.00904819463,110.21328410800
Baliangao,PH1004202,Misamis Occidental,PH10042,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.65977834800,0.00484061713,58.92885595530
Bonifacio,PH1004203,Misamis Occidental,PH10042,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49792491539,0.00900025815,109.71367594100
Calamba,PH1004204,Misamis Occidental,PH10042,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54563652523,0.00526212507,64.07570351840
Clarin,PH1004205,Misamis Occidental,PH10042,Region X (Northern Mindanao),PH10,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56246641523,0.00640989989,78.11258681180
